Indicator_Trend,Detailed_Indicator_Trend,Unit,OECD_Country,Value,Year,Comparison_to_OECD_average,Labels (multiple graphs only)
HEALTH-ADJUSTED LIFE EXPECTANCY AT AGE 65,"Health-adjusted life expectancy at age 65, in years",--,Czech Republic,16.3,2019,worse,
HEALTH-ADJUSTED LIFE EXPECTANCY AT AGE 65,"Health-adjusted life expectancy at age 65, in years",--,Mexico,16.1,2019,worse,
HEALTH-ADJUSTED LIFE EXPECTANCY AT AGE 65,"Health-adjusted life expectancy at age 65, in years",--,Lithuania,15.9,2019,worse,
HEALTH-ADJUSTED LIFE EXPECTANCY AT AGE 65,"Health-adjusted life expectancy at age 65, in years",--,Latvia,15.6,2019,worse,
HEALTH-ADJUSTED LIFE EXPECTANCY AT AGE 65,"Health-adjusted life expectancy at age 65, in years",--,Hungary,15.3,2019,worse,
HEALTH-ADJUSTED LIFE EXPECTANCY AT AGE 65,"Health-adjusted life expectancy at age 65, in years",--,OECD,18.11,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Japan,74.1,2019,better,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Korea,73.1,2019,better,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Switzerland,72.5,2019,better,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Israel,72.4,2019,better,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Spain,72.1,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,France,72.1,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Iceland,72,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Italy,71.9,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Sweden,71.9,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Luxembourg,71.5,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Netherlands,71.4,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Norway,71.4,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Canada,71.3,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Ireland,71.1,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Denmark,71,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Finland,71,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Portugal,71,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Austria,70.9,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Australia,70.9,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Germany,70.9,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Greece,70.9,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Slovenia,70.7,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Belgium,70.6,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,New Zealand,70.2,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,United Kingdom,70.1,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Chile,70,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Costa Rica,70,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Estonia,69.2,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Colombia,69,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Czech Republic,68.8,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Poland,68.7,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Slovak Republic,68.5,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Turkey,68.4,2019,similar,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Hungary,67.2,2019,worse,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Lithuania,66.7,2019,worse,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Latvia,66.3,2019,worse,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,United States,66.1,2019,worse,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,Slovakia,65.8,2019,worse,
HEALTH-ADJUSTED LIFE EXPECTANCY AT BIRTH,"Health-adjusted life expectancy at birth, in years",--,OECD,70.31,2019,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Czech Republic,5.6,2021,better,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Lithuania,6.7,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Poland,6.8,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Slovak Republic,6.8,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Canada,6.9,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,United States,8.3,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Slovenia,8.7,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Korea,9.7,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Estonia,10.5,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Latvia,10.6,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Finland,11.1,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Israel,12.1,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Switzerland,12.6,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Ireland,12.8,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Hungary,13.7,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Austria,14.1,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Germany,14.7,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Sweden,15.1,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Australia,15.5,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Norway,17.6,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,France,17.8,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Denmark,17.9,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,United Kingdom,18.3,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Belgium,18.5,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,New Zealand,19.4,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Netherlands,19.4,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Luxembourg,19.7,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Iceland,21.4,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Greece,21.8,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Chile,28,2020,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Spain,36.1,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Italy,37.3,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Colombia,39.8,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Portugal,40.6,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Turkey,55.1,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Mexico,57.2,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,Costa Rica,57.4,2021,similar,
LEVEL OF EDUCATION,% of population aged 25+ years that has not completed a high school diploma or equivalent,percent,OECD,20.1,--,similar,
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Japan,24.7,2021,better,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Korea,23.7,2021,better,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Spain,23.5,2021,better,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,France,23.3,2021,better,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Australia,23,2021,better,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Switzerland,23,2021,better,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Chile,22.2,2022,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Luxembourg,22.2,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Belgium,22.1,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Canada,22.1,2020,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Finland,22.1,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Italy,22.1,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Sweden,22.1,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Israel,22,2022,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,New Zealand,22,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Portugal,22,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Iceland,21.9,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Ireland,21.8,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Norway,21.8,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Costa Rica,21.5,2022,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Slovenia,21.2,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Austria,21.1,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Germany,21.1,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,United Kingdom,21,2020,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Denmark,20.9,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Netherlands,20.8,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Greece,20.7,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Colombia,20,2020,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,United States,19.7,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Estonia,19.6,2021,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Turkey,19.6,2019,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Mexico,18.7,2020,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Czech Republic,18.6,2021,worse,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Poland,18.4,2021,worse,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Lithuania,18.2,2021,worse,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Latvia,17.6,2021,worse,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Hungary,17.3,2021,worse,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Slovak Republic,17.1,2021,worse,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,OECD,21.1,--,similar,women
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Iceland,20.5,2021,better,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Australia,20.3,2021,better,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Switzerland,20.1,2021,better,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Japan,19.9,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Norway,19.8,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,New Zealand,19.7,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Sweden,19.6,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Canada,19.4,2020,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Israel,19.4,2022,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Korea,19.3,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,France,19.2,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Ireland,19.2,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Spain,19.2,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Luxembourg,19,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Chile,18.9,2022,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Costa Rica,18.9,2022,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Italy,18.9,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Finland,18.6,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Belgium,18.5,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,United Kingdom,18.5,2020,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Denmark,18.3,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Portugal,18.3,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Netherlands,18.2,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Austria,18,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Germany,17.8,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Greece,17.6,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Colombia,17.4,2020,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Slovenia,17.2,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,United States,17,2021,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Mexico,16.7,2020,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Turkey,16.3,2019,similar,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Czech Republic,14.5,2021,worse,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Estonia,14.5,2021,worse,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Poland,14,2021,worse,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Slovak Republic,13.3,2021,worse,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Hungary,13.2,2021,worse,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Lithuania,13.2,2021,worse,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,Latvia,12.7,2021,worse,men
LIFE EXPECTANCY AT AGE 65,"Life expectancy at age 65, in years",--,OECD,17.8,--,similar,men
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Japan,84.5,2021,better,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Switzerland,83.9,2021,better,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Korea,83.6,2021,better,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Australia,83.3,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Spain,83.3,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Iceland,83.2,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Norway,83.2,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Sweden,83.1,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Israel,82.9,2022,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Italy,82.7,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Luxembourg,82.7,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,France,82.4,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Ireland,82.4,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,New Zealand,82.3,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Belgium,81.9,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Finland,81.9,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Canada,81.7,2020,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Denmark,81.5,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Portugal,81.5,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Netherlands,81.4,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Austria,81.3,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Chile,81.2,2022,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,United Kingdom,81,2020,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Costa Rica,80.9,2022,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Germany,80.8,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Slovenia,80.7,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Greece,80.2,2021,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Turkey,78.6,2019,similar,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Czech Republic,77.2,2021,worse,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Estonia,77.2,2021,worse,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Colombia,76.9,2022,worse,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,United States,76.4,2021,worse,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Poland,75.5,2021,worse,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Mexico,75.4,2021,worse,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Slovak Republic,74.6,2021,worse,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Hungary,74.3,2021,worse,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Lithuania,74.2,2021,worse,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,Latvia,73.1,2021,worse,
LIFE EXPECTANCY AT BIRTH,"Life expectancy at birth, in years",--,OECD,80.3,--,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,United States,8.5,2021,worse,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Colombia,9.9,2021,worse,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Greece,9.7,2021,worse,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Japan,9.4,2021,worse,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Portugal,8.6,2022,worse,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Turkey,8.4,2021,worse,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Costa Rica,8.1,2022,worse,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Hungary,7.4,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Chile,7.3,2022,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,France,7.3,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Korea,7.2,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Slovak Republic,7.2,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Spain,7.2,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Mexico,7.1,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Israel,7,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Italy,6.9,2022,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Canada,6.6,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Germany,6.6,2013,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Belgium,6.4,2020,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,United Kingdom,6.4,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Czech Republic,6.3,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Switzerland,6.3,2022,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Australia,6.2,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,New Zealand,6.2,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Austria,5.9,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Luxembourg,5.7,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Poland,5.7,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Netherlands,5.6,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Ireland,5.5,2020,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Slovenia,5.5,2021,similar,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Denmark,4.7,2021,better,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Lithuania,4.6,2021,better,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Latvia,4.2,2021,better,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Norway,4.2,2021,better,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Estonia,4,2021,better,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Finland,4,2021,better,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Sweden,3.9,2021,better,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,Iceland,3.7,2021,better,
LOW BIRTHWEIGHT,"Birth-weight less than 2,500 grams (% of live births)",percent,OECD,6.5,--,similar,
MEASLES VACCINATION,% of 2 year-old population that have received measles vaccine,percent,Poland,71,2021,outlier,
